Timestamp | Master Vent | Local Control | Heat Constant | Heat Coefficients | Self Heat Coefficient Index
2023-04-19T13:10:29.260976 | False | True | 1 | "[1, 0, 0]" | 0
2023-04-19T13:13:19.426402 | False | True | 2.184375762939453 | "[1.0, 0.0, 0.0]" | 0
2023-04-19T13:14:25.772760 | False | True | 2.76328182220459 | "[1.0, 0.0, 0.0]" | 0
2023-04-19T13:16:38.078011 | False | True | 3.422461748123169 | "[1.0, 0.0, 0.0]" | 0
2023-04-19T13:17:44.231867 | False | True | 2.9324697852134705 | "[1.0, 0.0, 0.0]" | 0
2023-04-19T13:18:50.175749 | False | True | 2.227478101849556 | "[1.0, 0.0, 0.0]" | 0
2023-04-19T13:44:10.818883 | False | True | 1.6987324319779873 | "[1.0, 0.0, 0.0]" | 0
