Timestamp | Master Vent | Local Control | Heat Constant | Heat Coefficients | Self Heat Coefficient Index
2023-04-27T12:47:33.381084 | False | False | 1 | "[0, 1, 0]" | 1
2023-04-27T12:51:51.570698 | False | False | 2.3531265258789062 | "[0.107570137697817, 0.7619516971491007, 0.5617532722279681]" | 1
2023-04-27T12:52:57.811429 | False | False | 2.9742183685302734 | "[0.16578438194417838, 0.5809196540736404, 0.7995655937014976]" | 1
2023-04-27T12:54:03.962367 | False | False | 3.440037250518799 | "[0.13253638285633912, 0.5092494797611553, 0.8939406042827791]" | 1
2023-04-27T12:55:20.044892 | False | False | 3.789401412010193 | "[0.05106469388701139, 0.5044948685905363, 0.9097947128257922]" | 1
2023-04-27T12:56:36.231947 | False | False | 4.051424533128738 | "[0.10726112177431177, 0.47016780577795025, 0.7806274544335629]" | 1
2023-04-27T12:57:52.312396 | False | False | 4.2479418739676476 | "[0.1511374373847706, 0.43604548746634797, 0.6761562310574534]" | 1
2023-04-27T12:59:09.726490 | False | False | 4.395329879596829 | "[0.1816741823109822, 0.40765644939571866, 0.5947618641497426]" | 1
