Timestamp | Master Vent | Local Control | Heat Constant | Heat Coefficients | Self Heat Coefficient Index
2023-04-27T12:47:33.381084 | True | False | 1 | "[0, 0, 1]" | 2
2023-04-27T12:58:54.371092 | True | False | 1.4812488555908203 | "[-7.461122513038369, 0.8346979521677031, 7.870095699589261]" | 2
