Timestamp | Master Vent | Local Control | Heat Constant | Heat Coefficients | Self Heat Coefficient Index
2023-04-19T16:28:14.656665 | False | False | 1 | "[1, 0, 0]" | 0
2023-04-19T16:59:46.538800 | False | False | 1.59375 | "[0.33251873952416555, 0.4218602543537506, 0.7172370082930355]" | 0
