Timestamp | Master Vent | Local Control | Heat Constant | Heat Coefficients | Self Heat Coefficient Index
2023-04-26T15:01:26.509715 | False | False | 1 | "[1, 0, 0]" | 0
2023-04-26T15:05:54.461286 | False | False | 1.6218757629394531 | "[0.7699150531999341, 0.5947097078303424, 0.2610950734787397]" | 0
2023-04-26T15:07:01.223254 | False | False | 2.088282585144043 | "[26.655173907782853, -25.32194104262748, 0.2362255023506262]" | 0
