Timestamp | Master Vent | Local Control | Heat Constant | Heat Coefficients | Self Heat Coefficient Index
2023-04-19T15:28:19.237291 | True | True | 1 | "[0, 1, 0]" | 1
2023-04-19T15:32:36.942775 | True | True | 1.875 | "[0.0, 1.0, 0.0]" | 1
2023-04-19T15:33:43.103409 | True | True | 2.489664327580515 | "[0.0, 1.0, 0.0]" | 1
2023-04-19T15:34:49.650305 | True | True | 2.9506625732659018 | "[0.0, 1.0, 0.0]" | 1
2023-04-19T15:35:57.132972 | True | True | 3.2964112575299414 | "[0.0, 1.0, 0.0]" | 1
